"BehaviorSpace results (NetLogo 6.2.0)"
"sir-dist.nlogo"
"variar DS"
"11/13/2025 19:02:48:688 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","POB","DS","TE","PC","WIG","S0","[step]","Emax","t-estrella"
"1080","90","53","18","0.06","60","99","146","3714","45"
"1084","90","54","18","0.06","60","99","124","3774","44"
"1082","90","54","18","0.06","60","99","141","3679","42"
"1085","90","54","18","0.06","60","99","145","3679","39"
"1086","90","54","18","0.06","60","99","152","3497","46"
"1089","90","54","18","0.06","60","99","129","3832","43"
"1088","90","54","18","0.06","60","99","135","3673","43"
"1090","90","54","18","0.06","60","99","132","3694","46"
"1087","90","54","18","0.06","60","99","172","3879","43"
"1091","90","54","18","0.06","60","99","137","3952","44"
"1093","90","54","18","0.06","60","99","127","3759","42"
"1092","90","54","18","0.06","60","99","124","3540","44"
"1094","90","54","18","0.06","60","99","146","3745","45"
"1096","90","54","18","0.06","60","99","143","3532","47"
"1097","90","54","18","0.06","60","99","141","3738","44"
"1099","90","54","18","0.06","60","99","126","4020","40"
"1095","90","54","18","0.06","60","99","185","3538","47"
"1098","90","54","18","0.06","60","99","137","3790","43"
"1102","90","55","18","0.06","60","99","127","3653","46"
"1101","90","55","18","0.06","60","99","138","3653","46"
"1100","90","54","18","0.06","60","99","135","3915","42"
"1105","90","55","18","0.06","60","99","125","3576","41"
"1103","90","55","18","0.06","60","99","146","3717","42"
"1106","90","55","18","0.06","60","99","153","3539","46"
"1107","90","55","18","0.06","60","99","128","3789","42"
"1104","90","55","18","0.06","60","99","147","3630","42"
"1108","90","55","18","0.06","60","99","127","3509","44"
"1112","90","55","18","0.06","60","99","120","3654","41"
"1114","90","55","18","0.06","60","99","124","3820","44"
"1110","90","55","18","0.06","60","99","142","3543","44"
"1111","90","55","18","0.06","60","99","149","3607","45"
"1115","90","55","18","0.06","60","99","118","3831","40"
"1113","90","55","18","0.06","60","99","128","3765","40"
"1109","90","55","18","0.06","60","99","173","3676","45"
"1116","90","55","18","0.06","60","99","136","3681","43"
"1117","90","55","18","0.06","60","99","139","3570","43"
"1118","90","55","18","0.06","60","99","132","3520","46"
"1122","90","56","18","0.06","60","99","141","3910","43"
"1119","90","55","18","0.06","60","99","135","3775","43"
"1121","90","56","18","0.06","60","99","140","3779","41"
"1123","90","56","18","0.06","60","99","131","3635","42"
"1124","90","56","18","0.06","60","99","125","3581","44"
"1127","90","56","18","0.06","60","99","117","3793","43"
"1120","90","55","18","0.06","60","99","174","3703","44"
"1126","90","56","18","0.06","60","99","144","3818","44"
"1130","90","56","18","0.06","60","99","140","3794","42"
"1128","90","56","18","0.06","60","99","127","3690","41"
"1125","90","56","18","0.06","60","99","144","3825","44"
"1129","90","56","18","0.06","60","99","145","3628","41"
"1131","90","56","18","0.06","60","99","135","3681","41"
"1132","90","56","18","0.06","60","99","114","3763","42"
"1133","90","56","18","0.06","60","99","116","3746","42"
"1134","90","56","18","0.06","60","99","117","3677","43"
"1135","90","56","18","0.06","60","99","132","3720","41"
"1136","90","56","18","0.06","60","99","136","3721","47"
"1138","90","56","18","0.06","60","99","137","3731","42"
"1139","90","56","18","0.06","60","99","123","3591","42"
"1137","90","56","18","0.06","60","99","169","3811","43"
"1141","90","57","18","0.06","60","99","123","3674","43"
"1140","90","56","18","0.06","60","99","143","3462","49"
"1147","90","57","18","0.06","60","99","125","3686","42"
"1145","90","57","18","0.06","60","99","132","3781","40"
"1143","90","57","18","0.06","60","99","133","3624","45"
"1144","90","57","18","0.06","60","99","125","3687","42"
"1148","90","57","18","0.06","60","99","127","3679","43"
"1142","90","57","18","0.06","60","99","135","3596","45"
"1146","90","57","18","0.06","60","99","154","3511","46"
"1150","90","57","18","0.06","60","99","137","3630","44"
"1151","90","57","18","0.06","60","99","132","3716","43"
"1149","90","57","18","0.06","60","99","141","3734","43"
"1153","90","57","18","0.06","60","99","138","3728","43"
"1154","90","57","18","0.06","60","99","146","3584","44"
"1156","90","57","18","0.06","60","99","120","3905","39"
"1152","90","57","18","0.06","60","99","148","3759","42"
"1155","90","57","18","0.06","60","99","154","3824","42"
"1157","90","57","18","0.06","60","99","130","3652","44"
"1162","90","58","18","0.06","60","99","121","3661","44"
"1160","90","57","18","0.06","60","99","137","3702","43"
"1158","90","57","18","0.06","60","99","135","3453","48"
"1159","90","57","18","0.06","60","99","134","3486","47"
"1161","90","58","18","0.06","60","99","137","3394","47"
"1164","90","58","18","0.06","60","99","129","3568","42"
"1163","90","58","18","0.06","60","99","142","3576","42"
"1166","90","58","18","0.06","60","99","126","3319","44"
"1165","90","58","18","0.06","60","99","131","3544","45"
"1168","90","58","18","0.06","60","99","119","3666","45"
"1167","90","58","18","0.06","60","99","129","3294","45"
"1171","90","58","18","0.06","60","99","133","3455","45"
"1169","90","58","18","0.06","60","99","118","3599","43"
"1170","90","58","18","0.06","60","99","125","3720","39"
"1172","90","58","18","0.06","60","99","145","3696","45"
"1173","90","58","18","0.06","60","99","147","3465","47"
"1175","90","58","18","0.06","60","99","123","3824","44"
"1174","90","58","18","0.06","60","99","148","3396","45"
"1176","90","58","18","0.06","60","99","128","3494","41"
"1178","90","58","18","0.06","60","99","127","3620","45"
"1177","90","58","18","0.06","60","99","138","3484","44"
"1179","90","58","18","0.06","60","99","122","3551","44"
"1181","90","59","18","0.06","60","99","126","3610","41"
"1182","90","59","18","0.06","60","99","127","3729","44"
"1180","90","58","18","0.06","60","99","139","3487","42"
"1183","90","59","18","0.06","60","99","134","3489","45"
"1187","90","59","18","0.06","60","99","136","3435","43"
"1185","90","59","18","0.06","60","99","140","3360","44"
"1184","90","59","18","0.06","60","99","139","3538","45"
"1186","90","59","18","0.06","60","99","140","3618","42"
"1188","90","59","18","0.06","60","99","140","3501","45"
"1192","90","59","18","0.06","60","99","123","3701","43"
"1189","90","59","18","0.06","60","99","154","3462","42"
"1190","90","59","18","0.06","60","99","137","3661","47"
"1191","90","59","18","0.06","60","99","142","3610","42"
"1193","90","59","18","0.06","60","99","132","3407","45"
"1194","90","59","18","0.06","60","99","121","3683","44"
"1195","90","59","18","0.06","60","99","129","3427","45"
"1197","90","59","18","0.06","60","99","135","3353","48"
"1196","90","59","18","0.06","60","99","130","3561","45"
"1198","90","59","18","0.06","60","99","135","3574","43"
"1199","90","59","18","0.06","60","99","129","3383","47"
"1201","90","60","18","0.06","60","99","126","3481","47"
"1200","90","59","18","0.06","60","99","130","3563","44"
"1203","90","60","18","0.06","60","99","140","3498","43"
"1206","90","60","18","0.06","60","99","124","3403","42"
"1202","90","60","18","0.06","60","99","148","3362","45"
"1207","90","60","18","0.06","60","99","127","3597","45"
"1204","90","60","18","0.06","60","99","139","3573","45"
"1205","90","60","18","0.06","60","99","131","3416","43"
"1208","90","60","18","0.06","60","99","146","3382","45"
"1209","90","60","18","0.06","60","99","128","3595","40"
"1210","90","60","18","0.06","60","99","127","3428","47"
"1211","90","60","18","0.06","60","99","139","3658","43"
"1213","90","60","18","0.06","60","99","133","3461","47"
"1212","90","60","18","0.06","60","99","147","3573","47"
"1214","90","60","18","0.06","60","99","130","3666","44"
"1216","90","60","18","0.06","60","99","128","3659","45"
"1215","90","60","18","0.06","60","99","145","3536","44"
"1219","90","60","18","0.06","60","99","129","3294","49"
"1217","90","60","18","0.06","60","99","144","3635","47"
"1222","90","61","18","0.06","60","99","118","3642","46"
"1218","90","60","18","0.06","60","99","146","3435","46"
"1221","90","61","18","0.06","60","99","127","3619","42"
"1223","90","61","18","0.06","60","99","134","3565","44"
"1224","90","61","18","0.06","60","99","140","3391","48"
"1220","90","60","18","0.06","60","99","151","3377","47"
"1227","90","61","18","0.06","60","99","134","3492","48"
"1226","90","61","18","0.06","60","99","139","3408","44"
"1225","90","61","18","0.06","60","99","131","3516","46"
"1228","90","61","18","0.06","60","99","155","3237","44"
"1232","90","61","18","0.06","60","99","124","3615","42"
"1231","90","61","18","0.06","60","99","135","3652","42"
"1229","90","61","18","0.06","60","99","138","3288","49"
"1230","90","61","18","0.06","60","99","130","3431","47"
"1233","90","61","18","0.06","60","99","141","3474","43"
"1237","90","61","18","0.06","60","99","139","3585","46"
"1236","90","61","18","0.06","60","99","136","3432","43"
"1234","90","61","18","0.06","60","99","141","3502","45"
"1238","90","61","18","0.06","60","99","148","3369","50"
"1240","90","61","18","0.06","60","99","146","3381","41"
"1239","90","61","18","0.06","60","99","139","3420","46"
"1235","90","61","18","0.06","60","99","160","3486","44"
"1241","90","62","18","0.06","60","99","137","3542","44"
"1244","90","62","18","0.06","60","99","171","3484","45"
"1242","90","62","18","0.06","60","99","143","3344","47"
"1243","90","62","18","0.06","60","99","141","3455","44"
"1247","90","62","18","0.06","60","99","138","3436","47"
"1245","90","62","18","0.06","60","99","148","3246","49"
"1246","90","62","18","0.06","60","99","143","3395","46"
"1252","90","62","18","0.06","60","99","144","3564","45"
"1256","90","62","18","0.06","60","99","125","3685","46"
"1249","90","62","18","0.06","60","99","149","3396","45"
"1248","90","62","18","0.06","60","99","140","3486","41"
"1259","90","62","18","0.06","60","99","142","3467","45"
"1250","90","62","18","0.06","60","99","170","3422","44"
"1255","90","62","18","0.06","60","99","128","3634","45"
"1251","90","62","18","0.06","60","99","147","3393","44"
"1262","90","63","18","0.06","60","99","154","3375","45"
"1254","90","62","18","0.06","60","99","159","3268","47"
"1253","90","62","18","0.06","60","99","149","3053","46"
"1263","90","63","18","0.06","60","99","144","3360","46"
"1257","90","62","18","0.06","60","99","138","3251","45"
"1266","90","63","18","0.06","60","99","147","3363","48"
"1258","90","62","18","0.06","60","99","156","3520","43"
"1260","90","62","18","0.06","60","99","169","3352","46"
"1261","90","63","18","0.06","60","99","142","3359","49"
"1264","90","63","18","0.06","60","99","141","3371","47"
"1265","90","63","18","0.06","60","99","137","3254","44"
"1270","90","63","18","0.06","60","99","177","3223","45"
"1273","90","63","18","0.06","60","99","150","3355","49"
"1268","90","63","18","0.06","60","99","136","3349","44"
"1267","90","63","18","0.06","60","99","158","3401","43"
"1272","90","63","18","0.06","60","99","128","3473","45"
"1269","90","63","18","0.06","60","99","145","3248","49"
"1275","90","63","18","0.06","60","99","153","3327","49"
"1271","90","63","18","0.06","60","99","146","3490","44"
"1274","90","63","18","0.06","60","99","126","3195","45"
"1276","90","63","18","0.06","60","99","136","3672","43"
"1277","90","63","18","0.06","60","99","144","3541","44"
"1279","90","63","18","0.06","60","99","127","3071","46"
"1280","90","63","18","0.06","60","99","141","3414","44"
"1278","90","63","18","0.06","60","99","158","3459","45"
"1281","90","64","18","0.06","60","99","150","3080","43"
"1282","90","64","18","0.06","60","99","156","3312","44"
"1285","90","64","18","0.06","60","99","154","3503","44"
"1289","90","64","18","0.06","60","99","122","3506","46"
"1283","90","64","18","0.06","60","99","155","3282","46"
"1284","90","64","18","0.06","60","99","152","3429","44"
"1287","90","64","18","0.06","60","99","136","3284","44"
"1286","90","64","18","0.06","60","99","142","3396","44"
"1288","90","64","18","0.06","60","99","127","3470","46"
"1290","90","64","18","0.06","60","99","166","3335","45"
"1291","90","64","18","0.06","60","99","139","3178","46"
"1292","90","64","18","0.06","60","99","123","3300","44"
"1293","90","64","18","0.06","60","99","141","2948","46"
"1294","90","64","18","0.06","60","99","136","3173","48"
"1296","90","64","18","0.06","60","99","138","3338","47"
"1297","90","64","18","0.06","60","99","132","3527","45"
"1298","90","64","18","0.06","60","99","134","3239","47"
"1301","90","65","18","0.06","60","99","139","3407","45"
"1295","90","64","18","0.06","60","99","170","3437","47"
"1300","90","64","18","0.06","60","99","134","3453","47"
"1299","90","64","18","0.06","60","99","145","3249","46"
"1304","90","65","18","0.06","60","99","127","3385","44"
"1302","90","65","18","0.06","60","99","136","3548","47"
"1305","90","65","18","0.06","60","99","150","3312","47"
"1303","90","65","18","0.06","60","99","160","3244","47"
"1307","90","65","18","0.06","60","99","148","3476","45"
"1306","90","65","18","0.06","60","99","167","3248","48"
"1310","90","65","18","0.06","60","99","137","3236","46"
"1309","90","65","18","0.06","60","99","143","3330","46"
"1308","90","65","18","0.06","60","99","132","3432","42"
"1311","90","65","18","0.06","60","99","152","3387","44"
"1312","90","65","18","0.06","60","99","151","3303","44"
"1313","90","65","18","0.06","60","99","154","3275","50"
"1314","90","65","18","0.06","60","99","150","3364","48"
"1315","90","65","18","0.06","60","99","146","3244","48"
"1318","90","65","18","0.06","60","99","130","3156","44"
"1316","90","65","18","0.06","60","99","157","3215","48"
"1317","90","65","18","0.06","60","99","144","3242","45"
"1320","90","65","18","0.06","60","99","140","3396","43"
"1319","90","65","18","0.06","60","99","146","3088","44"
"1321","90","66","18","0.06","60","99","142","3309","46"
"1323","90","66","18","0.06","60","99","136","3281","48"
"1322","90","66","18","0.06","60","99","160","3198","46"
"1324","90","66","18","0.06","60","99","145","3333","44"
"1325","90","66","18","0.06","60","99","150","3141","45"
"1326","90","66","18","0.06","60","99","160","3300","45"
"1327","90","66","18","0.06","60","99","153","3367","46"
"1330","90","66","18","0.06","60","99","146","3282","45"
"1329","90","66","18","0.06","60","99","142","3250","48"
"1328","90","66","18","0.06","60","99","148","3211","44"
"1331","90","66","18","0.06","60","99","159","3122","49"
"1333","90","66","18","0.06","60","99","137","3364","47"
"1332","90","66","18","0.06","60","99","166","3059","47"
"1334","90","66","18","0.06","60","99","141","3420","42"
"1336","90","66","18","0.06","60","99","139","3376","42"
"1335","90","66","18","0.06","60","99","164","3321","48"
"1337","90","66","18","0.06","60","99","126","3340","43"
"1339","90","66","18","0.06","60","99","138","3234","44"
"1340","90","66","18","0.06","60","99","130","3427","48"
"1338","90","66","18","0.06","60","99","156","2992","46"
"1341","90","67","18","0.06","60","99","159","3078","45"
"1342","90","67","18","0.06","60","99","144","3110","44"
"1345","90","67","18","0.06","60","99","163","3049","50"
"1343","90","67","18","0.06","60","99","152","3261","46"
"1346","90","67","18","0.06","60","99","162","3073","51"
"1344","90","67","18","0.06","60","99","151","2974","48"
"1349","90","67","18","0.06","60","99","139","3214","48"
"1351","90","67","18","0.06","60","99","134","3267","43"
"1350","90","67","18","0.06","60","99","145","3160","48"
"1347","90","67","18","0.06","60","99","160","3266","46"
"1348","90","67","18","0.06","60","99","137","3294","46"
"1352","90","67","18","0.06","60","99","155","3154","50"
"1353","90","67","18","0.06","60","99","150","2947","51"
"1356","90","67","18","0.06","60","99","144","3377","45"
"1354","90","67","18","0.06","60","99","134","3362","43"
"1358","90","67","18","0.06","60","99","148","3109","49"
"1355","90","67","18","0.06","60","99","158","3213","45"
"1357","90","67","18","0.06","60","99","148","3187","51"
"1360","90","67","18","0.06","60","99","139","3275","48"
"1359","90","67","18","0.06","60","99","167","3074","45"
"1361","90","68","18","0.06","60","99","151","3235","47"
"1363","90","68","18","0.06","60","99","152","3146","48"
"1364","90","68","18","0.06","60","99","143","3209","45"
"1365","90","68","18","0.06","60","99","136","3146","44"
"1362","90","68","18","0.06","60","99","226","3071","44"
"1367","90","68","18","0.06","60","99","126","3202","47"
"1366","90","68","18","0.06","60","99","148","3193","45"
"1368","90","68","18","0.06","60","99","142","3105","50"
"1370","90","68","18","0.06","60","99","146","3091","47"
"1372","90","68","18","0.06","60","99","161","3227","47"
"1369","90","68","18","0.06","60","99","161","2885","51"
"1371","90","68","18","0.06","60","99","167","3171","46"
"1373","90","68","18","0.06","60","99","139","3238","46"
"1374","90","68","18","0.06","60","99","162","2899","48"
"1376","90","68","18","0.06","60","99","164","3127","45"
"1375","90","68","18","0.06","60","99","173","3098","45"
"1380","90","68","18","0.06","60","99","142","2997","49"
"1377","90","68","18","0.06","60","99","148","3062","47"
"1379","90","68","18","0.06","60","99","174","3177","47"
"1381","90","69","18","0.06","60","99","159","3056","49"
"1382","90","69","18","0.06","60","99","141","3198","47"
"1378","90","68","18","0.06","60","99","182","3054","47"
"1384","90","69","18","0.06","60","99","139","3031","45"
"1383","90","69","18","0.06","60","99","139","2870","49"
"1388","90","69","18","0.06","60","99","130","3211","48"
"1386","90","69","18","0.06","60","99","157","2964","47"
"1385","90","69","18","0.06","60","99","152","2924","48"
"1390","90","69","18","0.06","60","99","145","3298","47"
"1387","90","69","18","0.06","60","99","170","2892","48"
"1389","90","69","18","0.06","60","99","146","2974","46"
"1393","90","69","18","0.06","60","99","139","3054","47"
"1394","90","69","18","0.06","60","99","153","3003","45"
"1391","90","69","18","0.06","60","99","186","3079","48"
"1392","90","69","18","0.06","60","99","157","3113","43"
"1395","90","69","18","0.06","60","99","146","2955","45"
"1397","90","69","18","0.06","60","99","139","2966","47"
"1396","90","69","18","0.06","60","99","162","3214","45"
"1402","90","70","18","0.06","60","99","144","3017","44"
"1399","90","69","18","0.06","60","99","160","3121","48"
"1401","90","70","18","0.06","60","99","137","3011","48"
"1398","90","69","18","0.06","60","99","171","3070","49"
"1404","90","70","18","0.06","60","99","142","3270","44"
"1400","90","69","18","0.06","60","99","178","2888","49"
"1403","90","70","18","0.06","60","99","176","2985","44"
"1405","90","70","18","0.06","60","99","184","3080","52"
"1409","90","70","18","0.06","60","99","136","3226","47"
"1406","90","70","18","0.06","60","99","175","2889","49"
"1408","90","70","18","0.06","60","99","153","3104","48"
"1407","90","70","18","0.06","60","99","203","2996","46"
"1410","90","70","18","0.06","60","99","155","2890","52"
"1416","90","70","18","0.06","60","99","143","3019","48"
"1411","90","70","18","0.06","60","99","159","3204","46"
"1413","90","70","18","0.06","60","99","164","3132","45"
"1414","90","70","18","0.06","60","99","129","3185","46"
"1412","90","70","18","0.06","60","99","173","3089","46"
"1417","90","70","18","0.06","60","99","143","2871","47"
"1415","90","70","18","0.06","60","99","149","2989","44"
"1420","90","70","18","0.06","60","99","153","3150","49"
"1418","90","70","18","0.06","60","99","148","3170","50"
"1419","90","70","18","0.06","60","99","169","3157","47"
"1421","90","71","18","0.06","60","99","159","2951","48"
"1423","90","71","18","0.06","60","99","142","2909","48"
"1422","90","71","18","0.06","60","99","139","2859","45"
"1424","90","71","18","0.06","60","99","199","2999","48"
"1425","90","71","18","0.06","60","99","147","2806","49"
"1427","90","71","18","0.06","60","99","160","2988","43"
"1429","90","71","18","0.06","60","99","148","3045","48"
"1430","90","71","18","0.06","60","99","148","2804","47"
"1431","90","71","18","0.06","60","99","155","2947","45"
"1426","90","71","18","0.06","60","99","164","2818","48"
"1432","90","71","18","0.06","60","99","144","3015","45"
"1428","90","71","18","0.06","60","99","174","2850","53"
"1434","90","71","18","0.06","60","99","140","2932","48"
"1435","90","71","18","0.06","60","99","130","3033","44"
"1436","90","71","18","0.06","60","99","134","3077","46"
"1433","90","71","18","0.06","60","99","174","2991","46"
"1437","90","71","18","0.06","60","99","161","3110","48"
"1438","90","71","18","0.06","60","99","171","2923","49"
"1442","90","72","18","0.06","60","99","148","3073","47"
"1439","90","71","18","0.06","60","99","195","3044","48"
"1440","90","71","18","0.06","60","99","176","3051","50"
"1445","90","72","18","0.06","60","99","153","2805","51"
"1441","90","72","18","0.06","60","99","179","2779","49"
"1444","90","72","18","0.06","60","99","143","3044","50"
"1447","90","72","18","0.06","60","99","156","2987","47"
"1448","90","72","18","0.06","60","99","142","2851","47"
"1449","90","72","18","0.06","60","99","149","2854","48"
"1443","90","72","18","0.06","60","99","179","2638","50"
"1446","90","72","18","0.06","60","99","178","2789","51"
"1450","90","72","18","0.06","60","99","156","3078","52"
"1451","90","72","18","0.06","60","99","151","2814","48"
"1453","90","72","18","0.06","60","99","142","2933","49"
"1452","90","72","18","0.06","60","99","174","2798","48"
"1454","90","72","18","0.06","60","99","154","2923","47"
"1455","90","72","18","0.06","60","99","170","2725","50"
"1457","90","72","18","0.06","60","99","155","2872","45"
"1456","90","72","18","0.06","60","99","155","2904","54"
"1459","90","72","18","0.06","60","99","155","3028","50"
"1460","90","72","18","0.06","60","99","148","2841","45"
"1458","90","72","18","0.06","60","99","146","2960","45"
"1461","90","73","18","0.06","60","99","170","2827","52"
"1462","90","73","18","0.06","60","99","169","2966","47"
"1464","90","73","18","0.06","60","99","167","2669","48"
"1463","90","73","18","0.06","60","99","166","2988","47"
"1467","90","73","18","0.06","60","99","151","2839","46"
"1466","90","73","18","0.06","60","99","154","2803","49"
"1468","90","73","18","0.06","60","99","153","3035","44"
"1465","90","73","18","0.06","60","99","167","2891","49"
"1469","90","73","18","0.06","60","99","169","2548","50"
"1471","90","73","18","0.06","60","99","166","2667","46"
"1472","90","73","18","0.06","60","99","163","2736","49"
"1470","90","73","18","0.06","60","99","174","2852","47"
"1473","90","73","18","0.06","60","99","165","2838","51"
"1475","90","73","18","0.06","60","99","143","2846","48"
"1474","90","73","18","0.06","60","99","153","2969","47"
"1476","90","73","18","0.06","60","99","172","2701","50"
"1477","90","73","18","0.06","60","99","157","3000","44"
"1478","90","73","18","0.06","60","99","143","2807","55"
"1480","90","73","18","0.06","60","99","150","2713","45"
"1479","90","73","18","0.06","60","99","164","2532","51"
"1482","90","74","18","0.06","60","99","156","2909","48"
"1481","90","74","18","0.06","60","99","194","2960","48"
"1486","90","74","18","0.06","60","99","145","2774","50"
"1483","90","74","18","0.06","60","99","165","2971","49"
"1485","90","74","18","0.06","60","99","169","2530","47"
"1488","90","74","18","0.06","60","99","147","2717","46"
"1484","90","74","18","0.06","60","99","199","2585","50"
"1487","90","74","18","0.06","60","99","169","2741","49"
"1489","90","74","18","0.06","60","99","155","2938","48"
"1490","90","74","18","0.06","60","99","154","2829","48"
"1491","90","74","18","0.06","60","99","154","2925","52"
"1493","90","74","18","0.06","60","99","166","2581","44"
"1494","90","74","18","0.06","60","99","174","2766","48"
"1498","90","74","18","0.06","60","99","142","2840","51"
"1495","90","74","18","0.06","60","99","138","2917","47"
"1497","90","74","18","0.06","60","99","152","2915","47"
"1492","90","74","18","0.06","60","99","183","2778","49"
"1500","90","74","18","0.06","60","99","161","2929","48"
"1499","90","74","18","0.06","60","99","164","2964","47"
"1501","90","75","18","0.06","60","99","156","2779","47"
"1496","90","74","18","0.06","60","99","193","2555","53"
"1502","90","75","18","0.06","60","99","185","2690","48"
"1503","90","75","18","0.06","60","99","184","2671","48"
"1505","90","75","18","0.06","60","99","145","2855","46"
"1506","90","75","18","0.06","60","99","172","2601","51"
"1504","90","75","18","0.06","60","99","165","2662","51"
"1507","90","75","18","0.06","60","99","156","2782","49"
"1508","90","75","18","0.06","60","99","138","2883","49"
"1512","90","75","18","0.06","60","99","146","2737","51"
"1513","90","75","18","0.06","60","99","151","2607","50"
"1509","90","75","18","0.06","60","99","180","2678","51"
"1510","90","75","18","0.06","60","99","180","2851","46"
"1514","90","75","18","0.06","60","99","154","2564","50"
"1511","90","75","18","0.06","60","99","165","2493","48"
"1515","90","75","18","0.06","60","99","160","2629","53"
"1516","90","75","18","0.06","60","99","160","2817","47"
"1518","90","75","18","0.06","60","99","157","2739","46"
"1517","90","75","18","0.06","60","99","162","2845","48"
"1520","90","75","18","0.06","60","99","156","2542","52"
"1522","90","76","18","0.06","60","99","165","2566","55"
"1519","90","75","18","0.06","60","99","161","2743","49"
"1523","90","76","18","0.06","60","99","159","2754","50"
"1521","90","76","18","0.06","60","99","197","2736","53"
"1524","90","76","18","0.06","60","99","177","2769","50"
"1525","90","76","18","0.06","60","99","168","2238","53"
"1527","90","76","18","0.06","60","99","164","2547","51"
"1528","90","76","18","0.06","60","99","143","2550","51"
"1526","90","76","18","0.06","60","99","179","2541","49"
"1530","90","76","18","0.06","60","99","157","2616","52"
"1529","90","76","18","0.06","60","99","201","2613","46"
"1534","90","76","18","0.06","60","99","153","2729","51"
"1533","90","76","18","0.06","60","99","151","2639","50"
"1531","90","76","18","0.06","60","99","157","2650","48"
"1532","90","76","18","0.06","60","99","168","2654","50"
"1535","90","76","18","0.06","60","99","184","2505","52"
"1537","90","76","18","0.06","60","99","179","2714","49"
"1539","90","76","18","0.06","60","99","174","2782","50"
"1538","90","76","18","0.06","60","99","197","2651","48"
"1540","90","76","18","0.06","60","99","177","2501","49"
"1536","90","76","18","0.06","60","99","230","2579","51"
"1541","90","77","18","0.06","60","99","146","2538","48"
"1542","90","77","18","0.06","60","99","172","2538","51"
"1543","90","77","18","0.06","60","99","177","2564","51"
"1544","90","77","18","0.06","60","99","174","2495","48"
"1549","90","77","18","0.06","60","99","145","2699","46"
"1546","90","77","18","0.06","60","99","175","2795","47"
"1545","90","77","18","0.06","60","99","190","2613","45"
"1547","90","77","18","0.06","60","99","178","2695","48"
"1548","90","77","18","0.06","60","99","167","2737","48"
"1551","90","77","18","0.06","60","99","160","2480","52"
"1550","90","77","18","0.06","60","99","169","2548","49"
"1552","90","77","18","0.06","60","99","152","2482","50"
"1553","90","77","18","0.06","60","99","156","2610","52"
"1554","90","77","18","0.06","60","99","153","2699","52"
"1557","90","77","18","0.06","60","99","156","2502","50"
"1556","90","77","18","0.06","60","99","171","2461","57"
"1555","90","77","18","0.06","60","99","184","2795","50"
"1558","90","77","18","0.06","60","99","179","2569","47"
"1559","90","77","18","0.06","60","99","149","2618","52"
"1560","90","77","18","0.06","60","99","151","2554","50"
"1561","90","78","18","0.06","60","99","179","2704","49"
"1565","90","78","18","0.06","60","99","168","2480","51"
"1562","90","78","18","0.06","60","99","151","2422","50"
"1567","90","78","18","0.06","60","99","151","2684","49"
"1564","90","78","18","0.06","60","99","195","2281","49"
"1563","90","78","18","0.06","60","99","160","2528","51"
"1566","90","78","18","0.06","60","99","201","2512","48"
"1568","90","78","18","0.06","60","99","180","2441","56"
"1572","90","78","18","0.06","60","99","142","2682","48"
"1569","90","78","18","0.06","60","99","189","2585","43"
"1570","90","78","18","0.06","60","99","160","2480","51"
"1574","90","78","18","0.06","60","99","149","2482","51"
"1573","90","78","18","0.06","60","99","178","2569","46"
"1571","90","78","18","0.06","60","99","194","2519","45"
"1577","90","78","18","0.06","60","99","149","2838","46"
"1575","90","78","18","0.06","60","99","218","2703","47"
"1579","90","78","18","0.06","60","99","183","2669","51"
"1576","90","78","18","0.06","60","99","193","2209","55"
"1578","90","78","18","0.06","60","99","198","2424","51"
"1580","90","78","18","0.06","60","99","164","2414","53"
"1582","90","79","18","0.06","60","99","181","2362","51"
"1581","90","79","18","0.06","60","99","193","2369","53"
"1583","90","79","18","0.06","60","99","180","2355","51"
"1584","90","79","18","0.06","60","99","177","2260","52"
"1585","90","79","18","0.06","60","99","195","2146","56"
"1586","90","79","18","0.06","60","99","161","2585","48"
"1587","90","79","18","0.06","60","99","186","2467","51"
"1589","90","79","18","0.06","60","99","156","2527","52"
"1590","90","79","18","0.06","60","99","194","2456","52"
"1593","90","79","18","0.06","60","99","181","2222","51"
"1588","90","79","18","0.06","60","99","205","2406","49"
"1592","90","79","18","0.06","60","99","197","2241","53"
"1596","90","79","18","0.06","60","99","176","2654","47"
"1591","90","79","18","0.06","60","99","210","2480","49"
"1594","90","79","18","0.06","60","99","155","2145","59"
"1595","90","79","18","0.06","60","99","193","2314","49"
"1598","90","79","18","0.06","60","99","154","2570","48"
"1597","90","79","18","0.06","60","99","184","2444","49"
"1601","90","80","18","0.06","60","99","173","2240","57"
"1599","90","79","18","0.06","60","99","183","2269","54"
"1600","90","79","18","0.06","60","99","182","2289","52"
"1604","90","80","18","0.06","60","99","171","2517","43"
"1606","90","80","18","0.06","60","99","160","2181","49"
"1602","90","80","18","0.06","60","99","185","2421","54"
"1610","90","80","18","0.06","60","99","159","2443","56"
"1603","90","80","18","0.06","60","99","223","2155","52"
"1608","90","80","18","0.06","60","99","182","2254","56"
"1607","90","80","18","0.06","60","99","185","2506","51"
"1611","90","80","18","0.06","60","99","178","2347","49"
"1605","90","80","18","0.06","60","99","180","2428","49"
"1612","90","80","18","0.06","60","99","163","2397","55"
"1609","90","80","18","0.06","60","99","178","2302","48"
"1613","90","80","18","0.06","60","99","168","2250","55"
